carrera;fecha;valor
c3;140;0
c3;147;0
c3;154;0
c3;161;0
c3;168;0
c3;175;0
c3;182;0
c3;189;0
c3;196;0
c3;203;0
c3;210;0
c3;217;0
c3;224;0
c3;231;0
c3;238;0
c3;245;0
c3;252;0
c3;259;0
c3;266;0
c3;273;0
c3;280;0
c3;287;0
c3;294;0
c3;301;0
c3;308;0
c3;315;0
c3;322;0
c3;329;0
c3;336;0
c3;343;1
c3;350;0
c3;357;0
c3;364;0
c4;6;0
c4;13;0
c4;20;0
c4;27;0
c4;34;0
c4;41;0
c4;48;0
c4;55;0
c4;62;0
c4;69;0
c4;76;0
c4;83;0
c4;90;0
c4;97;0
c4;104;0
c4;111;0
c4;118;0
c4;125;0
c4;132;0
c4;139;0
c4;146;0
c4;153;0
c4;160;0
c4;167;0
c4;174;0
c4;181;0
c4;188;0
c4;195;0
c4;202;0
c4;209;0
c4;216;0
c4;223;0
c4;230;0
c4;237;0
c4;244;0
c4;251;0
c4;258;0
c4;265;0
c4;272;0
c4;279;0
c4;286;0
c4;293;0
c4;300;0
c4;307;0
c4;314;0
c4;321;0
c4;328;0
c4;335;0
c4;342;0
c4;349;0
c4;356;0
c4;363;0
c4;7;0
c4;14;0
c4;21;0
c4;28;0
c4;35;0
c4;42;0
c4;49;0
c4;56;0
c4;63;0
c4;70;0
c4;77;0
c4;84;0
c4;91;0
c4;98;0
c4;105;0
c4;112;0
c4;119;0
c4;126;0
c4;133;0
c4;140;0
c4;147;0
c4;154;0
c4;161;0
c4;168;0
c4;175;0
c4;182;0
c4;189;0
c4;196;0
c4;203;0
c4;210;0
c4;217;0
c4;224;0
c4;231;0
c4;238;0
c4;245;0
c4;252;0
c4;259;0
c4;266;0
c4;273;0
c4;280;0
c4;287;0
c4;294;1
c4;301;0
c4;308;0
c4;315;0
c4;322;0
c4;329;0
c4;336;0
c4;343;0
c4;350;0
c4;357;0
c4;364;0
c5;6;0
c5;13;0
c5;20;0
c5;27;0
c5;34;0
c5;41;0
c5;48;0
c5;55;0
c5;62;0
c5;69;0
c5;76;0
c5;83;0
c5;90;0
c5;97;0
c5;104;0
c5;111;0
c5;118;0
c5;125;0
c5;132;0
c5;139;0
c5;146;0
c5;153;0
c5;160;0
c5;167;0
c5;174;0
c5;181;0
c5;188;0
c5;195;0
c5;202;0
c5;209;0
c5;216;0
c5;223;0
c5;230;0
c5;237;0
c5;244;0
c5;251;0
c5;258;0
c5;265;0
c5;272;0
c5;279;0
c5;286;1
c5;293;0
c5;300;0
c5;307;0
c5;314;0
c5;321;0
c5;328;0
c5;335;0
c5;342;0
c5;349;0
c5;356;0
c5;363;0
c5;7;0
c5;14;0
c5;21;0
c5;28;0
c5;35;0
c5;42;0
c5;49;0
c5;56;0
c5;63;0
c5;70;0
c5;77;0
c5;84;0
c5;91;0
c5;98;0
c5;105;0
c5;112;0
c5;119;0
c5;126;0
c5;133;0
c5;140;0
c5;147;0
c5;154;0
c5;161;0
c5;168;0
c5;175;0
c5;182;0
c5;189;0
c5;196;0
c5;203;0
c5;210;0
c5;217;0
c5;224;0
c5;231;0
c5;238;0
c5;245;0
c5;252;0
c5;259;0
c5;266;0
c5;273;0
c5;280;0
c5;287;0
c5;294;0
c5;301;0
c5;308;0
c5;315;0
c5;322;0
c5;329;0
c5;336;0
c5;343;0
c5;350;0
c5;357;0
c5;364;0
c6;6;0
c6;13;0
c6;20;0
c6;27;0
c6;34;0
c6;41;0
c6;48;0
c6;55;0
c6;62;0
c6;69;0
c6;76;0
c6;83;0
c6;90;0
c6;97;0
c6;104;0
c6;111;0
c6;118;0
c6;125;1
c6;132;0
c6;139;0
c6;146;0
c6;153;0
c6;160;0
c6;167;0
c6;174;0
c6;181;0
c6;188;0
c6;195;0
c6;202;0
c6;209;0
c6;216;0
c6;223;0
c6;230;0
c6;237;0
c6;244;0
c6;251;0
c6;258;0
c6;265;0
c6;272;0
c6;279;0
c6;286;0
c6;293;0
c6;300;0
c6;307;0
c6;314;0
c6;321;0
c6;328;0
c6;335;0
c6;342;0
c6;349;0
c6;356;0
c6;363;0
c6;7;0
c6;14;0
c6;21;0
c6;28;0
c6;35;0
c6;42;0
c6;49;0
c6;56;0
c6;63;0
c6;70;0
c6;77;0
c6;84;0
c6;91;0
c6;98;0
c6;105;0
c6;112;0
c6;119;0
c6;126;0
c6;133;0
c6;140;0
c6;147;0
c6;154;0
c6;161;0
c6;168;0
c6;175;0
c6;182;0
c6;189;0
c6;196;0
c6;203;0
c6;210;0
c6;217;0
c6;224;0
c6;231;0
c6;238;0
c6;245;0
c6;252;0
c6;259;0
c6;266;0
c6;273;0
c6;280;0
c6;287;0
c6;294;0
c6;301;0
c6;308;0
c6;315;0
c6;322;0
c6;329;0
c6;336;0
c6;343;0
c6;350;0
c6;357;0
c6;364;0
c7;6;0
c7;13;0
c7;20;0
c7;27;0
c7;34;0
c7;41;0
c7;48;0
c7;55;0
c7;62;0
c7;69;0
c7;76;0
c7;83;0
c7;90;0
c7;97;0
c7;104;0
c7;111;0
c7;118;0
c7;125;0
c7;132;0
c7;139;0
c7;146;0
c7;153;0
c7;160;0
c7;167;0
c7;174;0
c7;181;0
c7;188;0
c7;195;0
c7;202;0
c7;209;0
c7;216;0
c7;223;0
c7;230;0
c7;237;0
c7;244;0
c7;251;0
c7;258;0
c7;265;0
c7;272;0
c7;279;0
c7;286;0
c7;293;0
c7;300;0
c7;307;0
c7;314;0
c7;321;0
c7;328;0
c7;335;0
c7;342;0
c7;349;0
c7;356;0
c7;363;0
c7;7;0
c7;14;0
c7;21;0
c7;28;0
c7;35;0
c7;42;0
c7;49;0
c7;56;0
c7;63;0
c7;70;0
c7;77;0
c7;84;0
c7;91;0
c7;98;0
c7;105;0
c7;112;0
c7;119;0
c7;126;0
c7;133;0
c7;140;0
c7;147;0
c7;154;0
c7;161;0
c7;168;0
c7;175;0
c7;182;0
c7;189;0
c7;196;0
c7;203;0
c7;210;0
c7;217;0
c7;224;0
c7;231;0
c7;238;0
c7;245;0
c7;252;0
c7;259;0
c7;266;1
c7;273;0
c7;280;0
c7;287;0
c7;294;0
c7;301;0
c7;308;0
c7;315;0
c7;322;0
c7;329;0
c7;336;0
c7;343;0
c7;350;0
c7;357;0
c7;364;0
c8;6;1
c8;13;0
c8;20;0
c8;27;0
c8;34;0
c8;41;0
c8;48;0
c8;55;0
c8;62;0
c8;69;0
c8;76;0
c8;83;0
c8;90;0
c8;97;0
c8;104;0
c8;111;0
c8;118;0
c8;125;0
c8;132;0
c8;139;0
c8;146;0
c8;153;0
c8;160;0
c8;167;0
c8;174;0
c8;181;0
c8;188;0
c8;195;0
c8;202;0
c8;209;0
c8;216;0
c8;223;0
c8;230;0
c8;237;0
c8;244;0
c8;251;0
c8;258;0
c8;265;0
c8;272;0
c8;279;0
c8;286;0
c8;293;0
c8;300;0
c8;307;0
c8;314;0
c8;321;0
c8;328;0
c8;335;0
c8;342;0
c8;349;0
c8;356;0
c8;363;0
c8;7;0
c8;14;0
c8;21;0
c8;28;0
c8;35;0
c8;42;0
c8;49;0
c8;56;0
c8;63;0
c8;70;0
c8;77;0
c8;84;0
c8;91;0
c8;98;0
c8;105;0
c8;112;0
c8;119;0
c8;126;0
c8;133;0
c8;140;0
c8;147;0
c8;154;0
c8;161;0
c8;168;0
c8;175;0
c8;182;0
c8;189;0
c8;196;0
c8;203;0
c8;210;0
c8;217;0
c8;224;0
c8;231;0
c8;238;0
c8;245;0
c8;252;0
c8;259;0
c8;266;0
c8;273;0
c8;280;0
c8;287;0
c8;294;0
c8;301;0
c8;308;0
c8;315;0
c8;322;0
c8;329;0
c8;336;0
c8;343;0
c8;350;0
c8;357;0
c8;364;0
c9;6;0
c9;13;0
c9;20;0
c9;27;0
c9;34;0
c9;41;0
c9;48;0
c9;55;0
c9;62;0
c9;69;0
c9;76;0
c9;83;0
c9;90;0
c9;97;0
c9;104;0
c9;111;0
c9;118;0
c9;125;0
c9;132;0
c9;139;1
c9;146;0
c9;153;0
c9;160;0
c9;167;0
c9;174;0
c9;181;0
c9;188;0
c9;195;0
c9;202;0
c9;209;0
c9;216;0
c9;223;0
c9;230;0
c9;237;0
c9;244;0
c9;251;0
c9;258;0
c9;265;0
c9;272;0
c9;279;0
c9;286;0
c9;293;0
c9;300;0
c9;307;0
c9;314;0
c9;321;0
c9;328;0
c9;335;0
c9;342;0
c9;349;0
c9;356;0
c9;363;0
c9;7;0
c9;14;0
c9;21;0
c9;28;0
c9;35;0
c9;42;0
c9;49;0
c9;56;0
c9;63;0
c9;70;0
c9;77;0
c9;84;0
c9;91;0
c9;98;0
c9;105;0
c9;112;0
c9;119;0
c9;126;0
c9;133;0
c9;140;0
c9;147;0
c9;154;0
c9;161;0
c9;168;0
c9;175;0
c9;182;0
c9;189;0
c9;196;0
c9;203;0
c9;210;0
c9;217;0
c9;224;0
c9;231;0
c9;238;0
c9;245;0
c9;252;0
c9;259;0
c9;266;0
c9;273;0
c9;280;0
c9;287;0
c9;294;0
c9;301;0
c9;308;0
c9;315;0
c9;322;0
c9;329;0
c9;336;0
c9;343;0
c9;350;0
c9;357;0
c9;364;0
c10;6;0
c10;13;0
c10;20;0
c10;27;0
c10;34;0
c10;41;1
c10;48;0
c10;55;0
c10;62;0
c10;69;0
c10;76;0
c10;83;0
c10;90;0
c10;97;0
c10;104;0
c10;111;0
c10;118;0
c10;125;0
c10;132;0
c10;139;0
c10;146;0
c10;153;0
c10;160;0
c10;167;0
c10;174;0
c10;181;0
c10;188;0
c10;195;0
c10;202;0
c10;209;0
c10;216;0
c10;223;0
c10;230;0
c10;237;0
c10;244;0
c10;251;0
c10;258;0
c10;265;0
c10;272;0
c10;279;0
c10;286;0
c10;293;0
c10;300;0
c10;307;0
c10;314;0
c10;321;0
c10;328;0
c10;335;0
c10;342;0
c10;349;0
c10;356;0
c10;363;0
c10;7;0
c10;14;0
c10;21;0
c10;28;0
c10;35;0
c10;42;0
c10;49;0
c10;56;0
c10;63;0
c10;70;0
c10;77;0
c10;84;0
c10;91;0
c10;98;0
c10;105;0
c10;112;0
c10;119;0
c10;126;0
c10;133;0
c10;140;0
c10;147;0
c10;154;0
c10;161;0
c10;168;0
c10;175;0
c10;182;0
c10;189;0
c10;196;0
c10;203;0
c10;210;0
c10;217;0
c10;224;0
c10;231;0
c10;238;0
c10;245;0
c10;252;0
c10;259;0
c10;266;0
c10;273;0
c10;280;0
c10;287;0
c10;294;0
c10;301;0
c10;308;0
c10;315;0
c10;322;0
c10;329;0
c10;336;0
c10;343;0
c10;350;0
c10;357;0
c10;364;0
